i_item_sk,class_key,brand_key,container_key,size_key
3967,Sports:fishing,Summitline,Case,medium
3969,Electronics:portable,Voltaic,Case,compact
3972,Books:computers,Fernglade,Paperback,standard
3973,Women:dresses,Willowmere,Poly Bag,S
3978,Home:wallpaper,Marrowgate,Set,large
3979,Sports:athletic shoes,Summitline,Case,medium
3981,Electronics:wireless,Kentaur,Blister,pro
3984,Women:swimwear,Willowmere,Poly Bag,S
3985,Sports:hockey,Redridge,Box,large
3987,Music:rock,Lonewave,Jewel Case,deluxe
3990,Home:decor,Marrowgate,Box,medium
3991,Jewelry:birdal,Sablewynn,Jewel Box,statement
3993,Children:newborn,Bramblewick,Gift Box,infant
3996,Children:newborn,Pippet,Poly Bag,newborn
3997,Electronics:personal,Voltaic,Blister,standard
3999,Electronics:monitors,Voltaic,Case,compact
4002,Home:furniture,Thistlecroft,Box,small
4003,Music:country,Lonewave,Digipak,standard
4005,Sports:basketball,Summitline,Box,small
4008,Jewelry:birdal,Auravelle,Pouch,standard
4009,Men:sports-apparel,Ironclad,Garment,S
4011,Home:glassware,Marrowgate,Roll,medium
4014,Shoes:athletic,Farrow,Dust Bag,large
4015,Books:home repair,Fernglade,Paperback,pocket
4017,Electronics:scanners,Voltaic,Case,standard
4020,Sports:fishing,Summitline,Box,large
4021,Home:rugs,Marrowgate,Box,medium
4023,Home:kids,Thistlecroft,Box,large
4026,Books:reference,Fernglade,Paperback,pocket
4027,Books:sports,Bellwood,Paperback,pocket
4029,Books:entertainments,Bellwood,Paperback,standard
4032,Jewelry:birdal,Sablewynn,Jewel Box,statement
4149,Home:rugs,Marrowgate,Set,medium
4033,Jewelry:bracelets,Auravelle,Jewel Box,statement
4035,Men:accessories,Ironclad,Garment,M
4038,Books:mystery,Fernglade,Paperback,standard
4039,Sports:fitness,Summitline,Box,small
4041,Shoes:athletic,Farrow,Shoe Box,medium
4044,Shoes:athletic,Stridewell,Shoe Box,small
4045,Men:sports-apparel,Rowantree,Poly Bag,XL
4047,Music:country,Lonewave,Digipak,deluxe
4050,Shoes:kids,Stridewell,Dust Bag,large
4051,Music:pop,Lonewave,Digipak,standard
4053,Home:wallpaper,Marrowgate,Roll,medium
4056,Women:maternity,Willowmere,Poly Bag,L
4057,Music:classical,Cinderpath,Digipak,standard
10299,Home:wallpaper,Marrowgate,Box,small
4059,Children:newborn,Pippet,Gift Box,toddler
4062,Shoes:mens,Farrow,Dust Bag,small
4063,Children:infants,Bramblewick,Poly Bag,infant
4065,Women:fragrances,Ashgrove,Poly Bag,M
4068,Books:arts,Bellwood,Hardcover,large-print
4069,Books:science,Bellwood,Hardcover,large-print
4071,Women:swimwear,Willowmere,Poly Bag,M
4074,Music:rock,Cinderpath,Jewel Case,single
4075,Women:dresses,Willowmere,Garment,L
4077,Women:swimwear,Willowmere,Poly Bag,M
4080,Jewelry:birdal,Auravelle,Jewel Box,statement
4081,Electronics:dvd/vcr players,Voltaic,Blister,compact
4083,Women:fragrances,Willowmere,Garment,S
4086,Shoes:womens,Stridewell,Shoe Box,large
4087,Music:classical,Lonewave,Jewel Case,deluxe
4089,Sports:baseball,Redridge,Bag,medium
4092,Electronics:disk drives,Kentaur,Box,pro
4093,Home:accent,Marrowgate,Box,large
4095,Electronics:wireless,Kentaur,Box,compact
4098,Electronics:camcorders,Voltaic,Blister,pro
4101,Jewelry:diamonds,Auravelle,Jewel Box,standard
4104,Home:bedding,Marrowgate,Box,medium
4105,Men:sports-apparel,Rowantree,Garment,M
4107,Men:accessories,Ironclad,Poly Bag,S
4110,Home:decor,Marrowgate,Set,medium
4111,Jewelry:costume,Auravelle,Jewel Box,statement
4113,Books:mystery,Fernglade,Hardcover,pocket
4116,Children:newborn,Bramblewick,Poly Bag,infant
4117,Sports:golf,Summitline,Case,small
4119,Music:country,Cinderpath,Jewel Case,deluxe
4122,Electronics:dvd/vcr players,Voltaic,Blister,compact
4123,Home:kids,Thistlecroft,Box,small
4125,Women:fragrances,Willowmere,Poly Bag,XS
4128,Women:dresses,Willowmere,Poly Bag,S
4129,Shoes:womens,Stridewell,Dust Bag,large
4131,Men:sports-apparel,Ironclad,Garment,L
4134,Women:maternity,Willowmere,Garment,M
4135,Shoes:kids,Stridewell,Dust Bag,large
4137,Children:toddlers,Bramblewick,Poly Bag,toddler
4140,Electronics:stereo,Voltaic,Case,pro
4141,Women:dresses,Willowmere,Poly Bag,M
4143,Books:entertainments,Bellwood,Hardcover,pocket
4146,Jewelry:pendants,Auravelle,Jewel Box,statement
4147,Jewelry:loose stones,Auravelle,Jewel Box,petite
4152,Electronics:monitors,Voltaic,Box,standard
4153,Women:swimwear,Willowmere,Garment,S
4155,Electronics:monitors,Voltaic,Case,compact
4158,Electronics:karoke,Voltaic,Case,pro
4159,Children:infants,Pippet,Gift Box,infant
4161,Children:toddlers,Bramblewick,Gift Box,newborn
4164,Books:business,Bellwood,Hardcover,pocket
4165,Shoes:mens,Farrow,Dust Bag,large
4167,Jewelry:semi-precious,Auravelle,Pouch,standard
4170,Jewelry:mens watch,Auravelle,Pouch,standard
4171,Books:science,Bellwood,Hardcover,pocket
4173,Men:shirts,Rowantree,Garment,M
4176,Women:swimwear,Ashgrove,Garment,S
4177,Books:travel,Bellwood,Hardcover,large-print
4263,Shoes:athletic,Stridewell,Shoe Box,small
4179,Home:lighting,Marrowgate,Set,medium
4182,Books:mystery,Bellwood,Hardcover,standard
4183,Electronics:dvd/vcr players,Kentaur,Case,standard
4185,Electronics:scanners,Kentaur,Blister,pro
4188,Music:country,Cinderpath,Jewel Case,standard
4189,Children:toddlers,Bramblewick,Poly Bag,toddler
4191,Home:mattresses,Marrowgate,Roll,small
4194,Men:shirts,Ironclad,Poly Bag,XL
4195,Books:home repair,Bellwood,Paperback,large-print
4197,Jewelry:costume,Sablewynn,Jewel Box,standard
4200,Electronics:personal,Kentaur,Blister,pro
4201,Women:swimwear,Willowmere,Garment,XS
4203,Jewelry:semi-precious,Auravelle,Jewel Box,petite
4206,Music:rock,Lonewave,Jewel Case,standard
4266,Women:fragrances,Ashgrove,Garment,L
4207,Women:dresses,Willowmere,Garment,S
4209,Men:pants,Rowantree,Poly Bag,M
4212,Jewelry:birdal,Auravelle,Jewel Box,petite
4213,Music:rock,Lonewave,Jewel Case,standard
4215,Shoes:womens,Stridewell,Dust Bag,large
4218,Books:sports,Fernglade,Paperback,pocket
4219,Sports:outdoor,Summitline,Case,large
13077,Home:rugs,Marrowgate,Set,medium
4221,Books:business,Bellwood,Hardcover,pocket
4224,Jewelry:jewelry boxes,Auravelle,Pouch,petite
4225,Sports:optics,Summitline,Box,large
4227,Jewelry:loose stones,Sablewynn,Jewel Box,statement
4230,Jewelry:gold,Auravelle,Pouch,petite
4231,Music:country,Cinderpath,Digipak,single
4233,Women:swimwear,Willowmere,Poly Bag,L
4236,Shoes:athletic,Stridewell,Dust Bag,large
4237,Books:reference,Bellwood,Paperback,large-print
4239,Women:swimwear,Willowmere,Garment,L
4242,Sports:optics,Summitline,Box,small
4243,Shoes:mens,Farrow,Shoe Box,small
4245,Children:toddlers,Bramblewick,Poly Bag,infant
4248,Men:sports-apparel,Rowantree,Poly Bag,L
4249,Electronics:musical,Voltaic,Blister,pro
4251,Children:newborn,Pippet,Poly Bag,newborn
4254,Electronics:karoke,Kentaur,Blister,standard
4255,Electronics:stereo,Voltaic,Blister,pro
4257,Children:infants,Pippet,Poly Bag,toddler
4260,Electronics:audio,Kentaur,Box,pro
4261,Shoes:mens,Stridewell,Dust Bag,large
4267,Shoes:womens,Farrow,Dust Bag,large
4269,Electronics:camcorders,Kentaur,Case,pro
4272,Electronics:memory,Voltaic,Box,standard
4273,Shoes:athletic,Stridewell,Dust Bag,large
4275,Sports:fitness,Summitline,Bag,small
4278,Electronics:disk drives,Voltaic,Case,standard
4279,Electronics:disk drives,Voltaic,Blister,pro
4281,Electronics:musical,Voltaic,Box,pro
4284,Sports:hockey,Summitline,Bag,medium
4285,Women:dresses,Willowmere,Poly Bag,M
4287,Sports:athletic shoes,Summitline,Bag,medium
4290,Home:decor,Thistlecroft,Box,medium
4291,Men:sports-apparel,Rowantree,Poly Bag,XL
4293,Women:maternity,Willowmere,Poly Bag,M
4296,Jewelry:estate,Auravelle,Pouch,statement
4297,Children:toddlers,Bramblewick,Gift Box,toddler
4299,Children:newborn,Bramblewick,Poly Bag,infant
4302,Music:rock,Lonewave,Digipak,single
4303,Music:classical,Cinderpath,Jewel Case,single
4305,Children:toddlers,Bramblewick,Poly Bag,newborn
4308,Men:pants,Ironclad,Garment,L
4309,Music:country,Cinderpath,Jewel Case,deluxe
4311,Music:country,Lonewave,Jewel Case,deluxe
4314,Electronics:automotive,Voltaic,Blister,standard
4315,Home:paint,Marrowgate,Set,small
4317,Home:kids,Marrowgate,Box,medium
4320,Electronics:scanners,Voltaic,Box,compact
4321,Children:toddlers,Bramblewick,Gift Box,infant
4323,Electronics:stereo,Voltaic,Case,standard
4326,Jewelry:diamonds,Sablewynn,Pouch,standard
4327,Electronics:disk drives,Voltaic,Blister,standard
4329,Children:school-uniforms,Pippet,Gift Box,toddler
4332,Home:lighting,Marrowgate,Roll,medium
4333,Music:classical,Cinderpath,Jewel Case,standard
4335,Children:infants,Pippet,Gift Box,toddler
4338,Shoes:athletic,Farrow,Dust Bag,large
4339,Shoes:mens,Stridewell,Dust Bag,medium
4341,Music:classical,Lonewave,Digipak,deluxe
4344,Electronics:televisions,Voltaic,Blister,compact
4345,Home:curtains/drapes,Thistlecroft,Box,medium
4347,Music:pop,Lonewave,Jewel Case,single
4350,Electronics:stereo,Kentaur,Box,compact
4351,Children:school-uniforms,Bramblewick,Gift Box,toddler
4353,Music:country,Cinderpath,Jewel Case,standard
4356,Music:classical,Cinderpath,Digipak,deluxe
4357,Music:classical,Lonewave,Jewel Case,single
4359,Music:country,Lonewave,Jewel Case,deluxe
4362,Shoes:womens,Stridewell,Dust Bag,large
4363,Electronics:televisions,Kentaur,Blister,pro
4365,Children:toddlers,Bramblewick,Poly Bag,infant
6083,Music:country,Lonewave,Digipak,deluxe
4368,Women:fragrances,Ashgrove,Garment,M
4369,Music:classical,Lonewave,Jewel Case,single
4371,Women:dresses,Willowmere,Garment,XS
4374,Books:romance,Fernglade,Hardcover,standard
4375,Home:kids,Thistlecroft,Box,small
4377,Books:history,Bellwood,Hardcover,standard
13080,Electronics:disk drives,Voltaic,Blister,standard
4380,Home:bathroom,Thistlecroft,Box,medium
4381,Women:maternity,Willowmere,Poly Bag,L
4383,Men:sports-apparel,Ironclad,Garment,L
4386,Jewelry:semi-precious,Sablewynn,Jewel Box,petite
4387,Music:pop,Lonewave,Jewel Case,standard
4389,Sports:pools,Redridge,Case,medium
4392,Women:swimwear,Willowmere,Garment,S
4393,Women:swimwear,Willowmere,Garment,XS
4395,Electronics:disk drives,Voltaic,Case,standard
4398,Books:mystery,Fernglade,Paperback,standard
4399,Sports:sailing,Summitline,Box,large
4401,Books:self-help,Bellwood,Hardcover,pocket
4404,Women:swimwear,Willowmere,Poly Bag,M
4405,Electronics:camcorders,Kentaur,Blister,standard
4411,Books:computers,Bellwood,Paperback,pocket
4413,Women:maternity,Willowmere,Poly Bag,L
4416,Children:school-uniforms,Pippet,Poly Bag,toddler
4417,Electronics:portable,Kentaur,Box,compact
4419,Electronics:automotive,Voltaic,Blister,compact
4422,Music:country,Cinderpath,Jewel Case,single
4423,Music:pop,Cinderpath,Digipak,deluxe
4425,Children:toddlers,Bramblewick,Gift Box,toddler
4428,Children:school-uniforms,Bramblewick,Poly Bag,newborn
4429,Men:accessories,Ironclad,Garment,L
4431,Electronics:stereo,Kentaur,Blister,standard
4434,Electronics:wireless,Voltaic,Case,pro
4435,Books:entertainments,Bellwood,Hardcover,standard
4437,Home:decor,Thistlecroft,Box,small
4440,Sports:athletic shoes,Summitline,Bag,large
4441,Electronics:automotive,Voltaic,Case,pro
4443,Women:dresses,Willowmere,Garment,S
4446,Men:pants,Ironclad,Garment,M
4447,Electronics:karoke,Voltaic,Blister,standard
4449,Music:classical,Lonewave,Jewel Case,single
4442,Music:classical,Lonewave,Jewel Case,deluxe
4452,Men:accessories,Ironclad,Garment,S
4453,Home:furniture,Marrowgate,Roll,small
4455,Music:country,Cinderpath,Jewel Case,standard
4458,Electronics:monitors,Kentaur,Blister,pro
4459,Books:business,Bellwood,Hardcover,standard
4461,Home:paint,Marrowgate,Roll,large
4464,Men:sports-apparel,Ironclad,Poly Bag,L
4465,Home:glassware,Marrowgate,Set,small
4467,Shoes:kids,Farrow,Shoe Box,medium
4470,Shoes:kids,Stridewell,Shoe Box,medium
4471,Women:maternity,Ashgrove,Poly Bag,S
4473,Home:accent,Thistlecroft,Box,small
4476,Home:mattresses,Marrowgate,Roll,medium
4477,Shoes:mens,Farrow,Shoe Box,large
4479,Women:maternity,Ashgrove,Garment,S
4482,Children:infants,Bramblewick,Gift Box,newborn
4483,Music:country,Lonewave,Jewel Case,deluxe
4485,Men:sports-apparel,Ironclad,Poly Bag,S
4488,Men:pants,Ironclad,Garment,XL
4489,Jewelry:bracelets,Auravelle,Jewel Box,petite
4491,Electronics:portable,Voltaic,Case,standard
4494,Children:newborn,Bramblewick,Gift Box,toddler
4495,Men:pants,Ironclad,Garment,L
4497,Men:pants,Ironclad,Poly Bag,M
4500,Shoes:kids,Stridewell,Shoe Box,large
4501,Shoes:kids,Farrow,Dust Bag,small
4503,Home:paint,Thistlecroft,Roll,medium
4506,Music:classical,Lonewave,Jewel Case,deluxe
4507,Shoes:kids,Farrow,Shoe Box,large
4509,Shoes:mens,Stridewell,Dust Bag,small
4512,Children:school-uniforms,Pippet,Poly Bag,toddler
4513,Sports:athletic shoes,Summitline,Bag,large
4515,Women:dresses,Willowmere,Poly Bag,XS
4518,Men:accessories,Ironclad,Poly Bag,XL
4519,Sports:outdoor,Redridge,Bag,medium
4521,Men:shirts,Ironclad,Garment,XL
4524,Men:shirts,Ironclad,Poly Bag,M
4525,Shoes:womens,Farrow,Shoe Box,small
4527,Music:classical,Lonewave,Jewel Case,standard
4530,Electronics:personal,Kentaur,Box,compact
4531,Sports:pools,Redridge,Case,small
4533,Men:shirts,Ironclad,Poly Bag,M
4536,Women:dresses,Willowmere,Garment,S
4537,Home:curtains/drapes,Marrowgate,Set,large
4539,Sports:tennis,Redridge,Bag,small
4542,Electronics:dvd/vcr players,Voltaic,Box,pro
4543,Men:sports-apparel,Rowantree,Garment,L
4545,Electronics:karoke,Kentaur,Box,compact
4548,Sports:optics,Summitline,Bag,large
4549,Shoes:kids,Stridewell,Dust Bag,small
4551,Women:maternity,Willowmere,Poly Bag,L
4554,Women:swimwear,Willowmere,Garment,S
4555,Shoes:womens,Farrow,Shoe Box,large
4557,Jewelry:diamonds,Sablewynn,Jewel Box,petite
4560,Books:romance,Bellwood,Paperback,pocket
4561,Men:accessories,Ironclad,Poly Bag,L
4563,Electronics:cameras,Voltaic,Box,standard
4566,Jewelry:jewelry boxes,Auravelle,Jewel Box,petite
4567,Sports:athletic shoes,Summitline,Bag,large
4569,Home:lighting,Marrowgate,Roll,medium
4572,Home:blinds/shades,Thistlecroft,Set,large
4573,Women:maternity,Willowmere,Poly Bag,XS
4575,Books:computers,Fernglade,Hardcover,pocket
4578,Men:accessories,Rowantree,Poly Bag,L
4579,Home:accent,Marrowgate,Set,small
4581,Shoes:womens,Stridewell,Shoe Box,small
4584,Men:pants,Ironclad,Poly Bag,S
4585,Men:shirts,Rowantree,Garment,S
4587,Women:dresses,Willowmere,Garment,XS
4590,Books:fiction,Fernglade,Paperback,large-print
4591,Home:kids,Marrowgate,Box,large
4593,Women:maternity,Willowmere,Poly Bag,XS
4596,Children:school-uniforms,Pippet,Poly Bag,infant
4597,Women:dresses,Willowmere,Garment,XS
4599,Women:dresses,Willowmere,Poly Bag,L
4602,Women:fragrances,Willowmere,Poly Bag,XS
4603,Children:school-uniforms,Bramblewick,Gift Box,toddler
4605,Home:blinds/shades,Marrowgate,Roll,small
4608,Music:rock,Cinderpath,Digipak,single
4609,Music:country,Lonewave,Jewel Case,single
4611,Electronics:scanners,Kentaur,Box,compact
4614,Men:accessories,Ironclad,Poly Bag,S
4615,Home:furniture,Thistlecroft,Set,medium
4617,Electronics:personal,Voltaic,Box,pro
4620,Jewelry:jewelry boxes,Auravelle,Pouch,standard
4621,Books:business,Bellwood,Paperback,standard
4623,Home:glassware,Marrowgate,Box,medium
4626,Men:sports-apparel,Rowantree,Poly Bag,L
4627,Jewelry:custom,Auravelle,Jewel Box,petite
4629,Electronics:televisions,Kentaur,Box,pro
4632,Women:fragrances,Ashgrove,Poly Bag,S
4633,Sports:pools,Redridge,Case,medium
4635,Shoes:mens,Stridewell,Shoe Box,large
4638,Women:fragrances,Willowmere,Poly Bag,L
4639,Shoes:womens,Stridewell,Shoe Box,small
4641,Sports:outdoor,Redridge,Case,large
4644,Men:shirts,Ironclad,Garment,M
4645,Shoes:womens,Stridewell,Dust Bag,large
4647,Shoes:womens,Stridewell,Shoe Box,small
4650,Home:bathroom,Marrowgate,Set,small
4651,Sports:pools,Redridge,Bag,large
4653,Electronics:cameras,Kentaur,Case,pro
4656,Men:accessories,Rowantree,Garment,L
4657,Jewelry:earings,Auravelle,Pouch,petite
4659,Sports:pools,Redridge,Bag,medium
4662,Men:shirts,Ironclad,Poly Bag,L
4663,Shoes:athletic,Stridewell,Shoe Box,medium
4665,Men:shirts,Ironclad,Garment,XL
4668,Music:rock,Lonewave,Digipak,standard
4669,Children:toddlers,Bramblewick,Gift Box,newborn
4671,Electronics:memory,Voltaic,Blister,compact
4674,Sports:archery,Redridge,Box,medium
4675,Women:dresses,Willowmere,Poly Bag,XS
4677,Women:swimwear,Willowmere,Poly Bag,L
4680,Shoes:womens,Stridewell,Dust Bag,medium
4681,Sports:archery,Summitline,Box,small
4683,Women:dresses,Willowmere,Garment,L
4686,Jewelry:jewelry boxes,Sablewynn,Jewel Box,petite
4687,Books:reference,Bellwood,Hardcover,standard
4689,Children:school-uniforms,Bramblewick,Poly Bag,newborn
4692,Shoes:womens,Stridewell,Shoe Box,small
4693,Children:school-uniforms,Bramblewick,Gift Box,infant
4695,Women:swimwear,Ashgrove,Garment,M
4698,Electronics:wireless,Voltaic,Blister,standard
4699,Men:sports-apparel,Ironclad,Garment,M
4688,Women:fragrances,Ashgrove,Poly Bag,S
4701,Children:newborn,Pippet,Poly Bag,toddler
4704,Electronics:memory,Voltaic,Case,pro
4705,Children:school-uniforms,Pippet,Gift Box,toddler
4707,Children:school-uniforms,Bramblewick,Gift Box,infant
4710,Shoes:athletic,Stridewell,Shoe Box,medium
4711,Shoes:womens,Farrow,Dust Bag,medium
4713,Jewelry:custom,Auravelle,Pouch,standard
4717,Music:country,Lonewave,Digipak,deluxe
4719,Jewelry:rings,Auravelle,Pouch,standard
4722,Jewelry:mens watch,Sablewynn,Pouch,standard
4723,Shoes:athletic,Stridewell,Shoe Box,small
4725,Electronics:portable,Kentaur,Case,standard
4728,Shoes:womens,Stridewell,Dust Bag,large
4729,Music:rock,Cinderpath,Jewel Case,deluxe
4731,Music:country,Cinderpath,Jewel Case,deluxe
4734,Women:swimwear,Willowmere,Garment,L
4735,Children:infants,Pippet,Poly Bag,infant
4737,Women:fragrances,Willowmere,Garment,M
4740,Children:newborn,Bramblewick,Gift Box,toddler
4741,Sports:hockey,Redridge,Box,large
4743,Books:sports,Bellwood,Paperback,standard
4746,Books:self-help,Fernglade,Hardcover,standard
4747,Sports:pools,Summitline,Bag,medium
4749,Jewelry:costume,Auravelle,Jewel Box,standard
4752,Electronics:scanners,Voltaic,Box,pro
4753,Women:dresses,Willowmere,Poly Bag,L
4812,Children:toddlers,Pippet,Poly Bag,newborn
4755,Shoes:athletic,Stridewell,Shoe Box,medium
4758,Jewelry:jewelry boxes,Auravelle,Jewel Box,statement
4759,Men:pants,Ironclad,Poly Bag,S
4761,Women:fragrances,Willowmere,Garment,XS
4764,Jewelry:bracelets,Auravelle,Pouch,standard
4765,Music:classical,Lonewave,Jewel Case,standard
4767,Music:country,Cinderpath,Jewel Case,deluxe
4770,Children:school-uniforms,Bramblewick,Gift Box,newborn
4771,Children:toddlers,Pippet,Gift Box,infant
4773,Women:maternity,Ashgrove,Garment,M
6086,Women:swimwear,Willowmere,Poly Bag,L
4776,Men:shirts,Ironclad,Garment,S
4777,Shoes:womens,Stridewell,Dust Bag,small
4779,Music:classical,Lonewave,Digipak,single
4867,Home:glassware,Marrowgate,Roll,large
4782,Home:tables,Thistlecroft,Set,medium
4783,Sports:sailing,Summitline,Case,large
4785,Home:lighting,Marrowgate,Box,small
4788,Home:decor,Marrowgate,Roll,small
4789,Electronics:portable,Voltaic,Blister,standard
4791,Shoes:womens,Farrow,Dust Bag,small
4794,Shoes:athletic,Stridewell,Shoe Box,large
4795,Children:infants,Bramblewick,Gift Box,toddler
4797,Home:furniture,Marrowgate,Box,medium
4800,Music:classical,Cinderpath,Jewel Case,deluxe
4801,Women:fragrances,Willowmere,Garment,L
4803,Jewelry:costume,Auravelle,Pouch,statement
4806,Electronics:portable,Voltaic,Blister,compact
4807,Jewelry:birdal,Sablewynn,Jewel Box,standard
4809,Jewelry:gold,Auravelle,Jewel Box,petite
4813,Books:history,Fernglade,Paperback,pocket
4815,Electronics:wireless,Voltaic,Case,pro
4818,Home:paint,Marrowgate,Roll,large
4819,Music:pop,Lonewave,Digipak,standard
14013,Books:self-help,Fernglade,Paperback,pocket
4821,Men:accessories,Ironclad,Garment,S
4824,Electronics:memory,Kentaur,Blister,standard
4825,Shoes:kids,Farrow,Dust Bag,small
4827,Electronics:cameras,Kentaur,Blister,compact
4830,Shoes:kids,Stridewell,Shoe Box,medium
4831,Shoes:athletic,Farrow,Shoe Box,medium
4833,Men:sports-apparel,Ironclad,Garment,S
4836,Music:pop,Lonewave,Digipak,deluxe
4837,Books:entertainments,Bellwood,Hardcover,large-print
4839,Women:swimwear,Willowmere,Garment,M
4842,Children:infants,Pippet,Poly Bag,newborn
4843,Sports:basketball,Summitline,Case,large
4845,Electronics:memory,Voltaic,Case,pro
14941,Jewelry:earings,Auravelle,Jewel Box,statement
4848,Sports:sailing,Summitline,Box,medium
4849,Home:tables,Thistlecroft,Set,small
4851,Women:swimwear,Ashgrove,Garment,M
4854,Children:infants,Bramblewick,Poly Bag,toddler
4855,Electronics:musical,Voltaic,Case,compact
